author_id,发布作品数,总获赞,总播放,作品平均时长,去过城市数,首发日期,末次发布,创作天数,创作活跃度(日均发布)
247123,2,0,8244677,14.5,1,2019-10-27,2019-10-27,1,2.0
247127,3,0,19478257,8.2,1,2019-10-17,2019-10-23,7,0.42857142857142855
247128,2,0,10894460,9.5,1,2019-10-04,2019-10-06,3,0.6666666666666666
247129,1,0,14706,9.0,1,2019-10-22,2019-10-22,1,1.0
247143,1,0,16560217,10.0,1,2019-10-17,2019-10-17,1,1.0
247154,1,0,12714224,10.0,1,2019-10-23,2019-10-23,1,1.0
247156,1,0,5193561,10.0,1,2019-10-23,2019-10-23,1,1.0
247158,1,0,155250,6.0,1,2019-10-06,2019-10-06,1,1.0
247161,1,0,14904521,10.0,1,2019-09-28,2019-09-28,1,1.0
247162,1,0,3188953,11.0,1,2019-10-21,2019-10-21,1,1.0
247165,2,0,7814225,7.5,1,2019-10-24,2019-10-25,2,1.0
247168,2,0,4646120,9.666666666666666,1,2019-10-11,2019-10-27,17,0.11764705882352941
247178,1,0,5053804,10.0,1,2019-10-23,2019-10-23,1,1.0
247184,2,0,3843767,10.0,2,2019-10-24,2019-10-28,5,0.4
247188,6,1,82305144,14.363636363636363,1,2019-10-12,2019-10-29,18,0.3333333333333333
247193,2,0,5445440,7.0,1,2019-09-28,2019-10-13,16,0.125
247194,1,0,5808247,4.0,1,2019-10-16,2019-10-16,1,1.0
247195,2,0,10105230,9.0,1,2019-10-23,2019-10-28,6,0.3333333333333333
247197,2,0,16030533,9.6,1,2019-10-15,2019-10-24,10,0.2
247199,1,0,3914071,10.0,1,2019-10-13,2019-10-13,1,1.0
247206,2,1,21518575,9.285714285714286,1,2019-10-03,2019-10-11,9,0.2222222222222222
247208,1,0,5230577,2.0,1,2019-10-22,2019-10-22,1,1.0
247211,2,0,6780969,10.5,1,2019-10-23,2019-10-24,2,1.0
247213,3,0,10790681,9.0,1,2019-10-23,2019-10-26,4,0.75
247214,3,1,8385516,14.5,1,2019-10-05,2019-10-26,22,0.13636363636363635
247215,2,0,14237200,9.75,1,2019-10-11,2019-10-27,17,0.11764705882352941
247222,1,0,8422996,41.0,1,2019-10-23,2019-10-23,1,1.0
247224,1,0,2519377,4.0,1,2019-10-24,2019-10-24,1,1.0
247226,4,0,17734374,8.833333333333334,1,2019-10-07,2019-10-29,23,0.17391304347826086
247231,3,0,12080392,8.166666666666666,1,2019-10-24,2019-10-28,5,0.6
247236,2,0,1899723,9.5,1,2019-10-03,2019-10-23,21,0.09523809523809523
247237,1,0,4968629,9.0,1,2019-10-23,2019-10-23,1,1.0
247238,1,0,2951525,9.0,1,2019-10-15,2019-10-15,1,1.0
247244,9,1,22543742,15.0,1,2019-10-21,2019-10-29,9,1.0
247247,2,0,5843302,6.0,1,2019-10-16,2019-10-29,14,0.14285714285714285
247249,1,0,1415126,9.0,1,2019-10-13,2019-10-13,1,1.0
247251,1,0,611423,10.0,1,2019-10-24,2019-10-24,1,1.0
247252,2,0,7586355,9.0,1,2019-10-04,2019-10-04,1,2.0
247253,3,0,6668581,9.666666666666666,1,2019-10-21,2019-10-29,9,0.3333333333333333
247254,1,0,977684,10.0,1,2019-10-28,2019-10-28,1,1.0
247255,3,0,12493233,9.8,1,2019-10-03,2019-10-22,20,0.15
247258,1,0,5959977,19.0,1,2019-10-17,2019-10-17,1,1.0
247261,3,1,14463081,11.75,1,2019-10-22,2019-10-30,9,0.3333333333333333
247263,1,0,3181417,10.0,1,2019-10-06,2019-10-06,1,1.0
247264,7,0,25228760,9.444444444444445,1,2019-09-23,2019-10-26,34,0.20588235294117646
247265,4,0,21312017,8.875,1,2019-09-30,2019-10-29,30,0.13333333333333333
247269,1,0,1448951,2.0,1,2019-10-20,2019-10-20,1,1.0
247272,1,0,1447902,7.0,1,2019-10-23,2019-10-23,1,1.0
247273,1,0,16619979,10.0,1,2019-10-24,2019-10-24,1,1.0
247274,2,0,6911504,17.0,1,2019-10-01,2019-10-26,26,0.07692307692307693
247296,3,0,12573285,10.0,1,2019-10-21,2019-10-26,6,0.5
247299,3,0,8713848,8.2,1,2019-10-22,2019-10-30,9,0.3333333333333333
247305,18,0,68224400,8.782608695652174,1,2019-10-09,2019-10-28,20,0.9
247308,2,0,24814488,8.444444444444445,1,2019-10-22,2019-10-30,9,0.2222222222222222
247315,1,0,5884922,10.0,1,2019-10-18,2019-10-18,1,1.0
247316,2,0,2480663,10.0,1,2019-10-08,2019-10-22,15,0.13333333333333333
247321,1,0,5799999,10.0,1,2019-10-24,2019-10-24,1,1.0
247322,2,0,10900150,9.333333333333334,1,2019-10-11,2019-10-25,15,0.13333333333333333
247325,1,0,5283092,7.0,1,2019-10-02,2019-10-02,1,1.0
247328,3,0,13658147,10.6,1,2019-10-09,2019-10-21,13,0.23076923076923078
247332,2,0,4312298,24.0,1,2019-10-22,2019-10-24,3,0.6666666666666666
247333,3,0,6816325,8.333333333333334,1,2019-10-23,2019-10-25,3,1.0
247334,1,0,3482238,6.0,1,2019-10-13,2019-10-13,1,1.0
247337,1,0,19096533,10.0,1,2019-10-14,2019-10-14,1,1.0
247338,1,0,5253950,9.0,1,2019-10-24,2019-10-24,1,1.0
247339,1,0,4916801,9.0,1,2019-10-23,2019-10-23,1,1.0
247345,1,0,5302897,10.0,1,2019-10-27,2019-10-27,1,1.0
247353,4,0,17761165,8.833333333333334,1,2019-10-03,2019-10-30,28,0.14285714285714285
247354,2,0,22836735,9.909090909090908,1,2019-10-22,2019-10-26,5,0.4
247361,1,0,4396075,10.0,1,2019-09-27,2019-09-27,1,1.0
247364,2,0,55307876,9.666666666666666,1,2019-10-13,2019-10-25,13,0.15384615384615385
247365,1,0,12928905,5.0,1,2019-10-22,2019-10-22,1,1.0
247371,1,0,1417469,10.0,1,2019-10-24,2019-10-24,1,1.0
247373,4,0,27852366,6.2,1,2019-10-16,2019-10-28,13,0.3076923076923077
247374,2,0,7400446,14.0,1,2019-10-10,2019-10-24,15,0.13333333333333333
247375,2,0,4563333,15.5,1,2019-10-15,2019-10-16,2,1.0
247386,1,0,22029159,9.0,1,2019-10-22,2019-10-22,1,1.0
247388,1,0,5213427,9.0,1,2019-10-03,2019-10-03,1,1.0
247394,4,1,28899142,10.583333333333334,1,2019-10-17,2019-10-24,8,0.5
247398,2,0,11156186,8.25,1,2019-10-21,2019-10-21,1,2.0
247401,1,0,334715,9.0,1,2019-10-24,2019-10-24,1,1.0
247402,1,0,2349591,9.0,1,2019-10-24,2019-10-24,1,1.0
247403,1,0,47239928,10.0,1,2019-10-20,2019-10-20,1,1.0
247405,1,0,7978004,10.0,1,2019-10-13,2019-10-13,1,1.0
247406,3,0,13735645,15.571428571428571,2,2019-10-11,2019-10-20,10,0.3
247407,6,0,33009993,11.5,1,2019-10-22,2019-10-29,8,0.75
247409,1,0,4282939,10.0,1,2019-10-23,2019-10-23,1,1.0
247414,4,0,22327526,9.2,1,2019-10-12,2019-10-25,14,0.2857142857142857
247420,1,0,4668266,7.0,1,2019-10-15,2019-10-15,1,1.0
247423,1,0,4430302,10.0,1,2019-10-23,2019-10-23,1,1.0
247427,1,0,3813972,10.0,1,2019-10-01,2019-10-01,1,1.0
247431,2,0,1596581,10.0,1,2019-10-21,2019-10-26,6,0.3333333333333333
247433,2,0,13336442,7.666666666666667,1,2019-10-12,2019-10-19,8,0.25
247435,1,0,5783906,8.0,1,2019-10-13,2019-10-13,1,1.0
247436,2,0,13253582,10.8,1,2019-10-12,2019-10-19,8,0.25
247437,8,0,23999849,13.777777777777779,1,2019-10-21,2019-10-29,9,0.8888888888888888
247438,1,0,2240467,9.0,1,2019-10-23,2019-10-23,1,1.0
247440,1,0,9804083,6.0,1,2019-10-23,2019-10-23,1,1.0
247446,3,0,14189567,9.25,1,2019-10-11,2019-10-25,15,0.2
247447,2,0,18184981,10.0,1,2019-10-13,2019-10-21,9,0.2222222222222222
247452,1,0,7693292,9.0,1,2019-10-16,2019-10-16,1,1.0
247458,4,0,33814308,8.307692307692308,1,2019-10-03,2019-10-25,23,0.17391304347826086
247461,2,0,4232926,8.5,1,2019-10-23,2019-10-29,7,0.2857142857142857
247462,5,0,14187722,9.2,1,2019-09-27,2019-10-28,32,0.15625
247466,1,0,424675,10.0,1,2019-09-25,2019-09-25,1,1.0
247467,1,0,4260644,9.0,1,2019-09-24,2019-09-24,1,1.0
247470,1,0,3614600,9.0,1,2019-10-24,2019-10-24,1,1.0
247472,2,0,5558054,9.0,1,2019-10-12,2019-10-24,13,0.15384615384615385
247474,1,0,6305409,8.0,1,2019-10-17,2019-10-17,1,1.0
247478,1,0,8208848,11.0,1,2019-10-28,2019-10-28,1,1.0
247481,1,0,823897,8.0,1,2019-10-21,2019-10-21,1,1.0
247483,3,0,46093893,10.555555555555555,1,2019-10-15,2019-10-29,15,0.2
247485,1,0,59096,6.0,1,2019-09-23,2019-09-23,1,1.0
247486,1,0,1898675,10.0,1,2019-10-23,2019-10-23,1,1.0
247489,1,0,2074257,10.0,1,2019-10-29,2019-10-29,1,1.0
247501,2,0,26661973,8.285714285714286,1,2019-10-22,2019-10-23,2,1.0
247502,1,0,8473977,4.0,1,2019-09-27,2019-09-27,1,1.0
247504,2,0,14914486,9.5,1,2019-10-23,2019-10-23,1,2.0
247506,2,0,11898880,9.75,1,2019-10-01,2019-10-01,1,2.0
247520,2,1,7666728,9.666666666666666,1,2019-10-13,2019-10-28,16,0.125
247521,1,0,121763914,9.0,1,2019-10-29,2019-10-29,1,1.0
247530,1,0,4864954,10.0,1,2019-10-23,2019-10-23,1,1.0
247532,1,0,3098709,10.0,1,2019-10-29,2019-10-29,1,1.0
247540,3,0,12849399,16.666666666666668,1,2019-10-17,2019-10-30,14,0.21428571428571427
247545,1,0,2605129,35.0,1,2019-10-24,2019-10-24,1,1.0
247546,1,0,5123056,10.0,1,2019-10-23,2019-10-23,1,1.0
247547,3,0,22303715,9.142857142857142,1,2019-10-05,2019-10-27,23,0.13043478260869565
247548,1,0,368967,7.0,1,2019-10-24,2019-10-24,1,1.0
247549,2,0,11434111,9.0,1,2019-10-23,2019-10-25,3,0.6666666666666666
247556,1,0,3832818,21.0,1,2019-10-23,2019-10-23,1,1.0
247562,1,0,4980050,11.0,1,2019-10-06,2019-10-06,1,1.0
247564,1,0,1802757,10.0,1,2019-10-26,2019-10-26,1,1.0
247565,1,0,2480810,10.0,1,2019-10-30,2019-10-30,1,1.0
247567,1,0,4904226,8.0,1,2019-10-23,2019-10-23,1,1.0
247577,2,0,4240854,9.0,1,2019-09-30,2019-10-22,23,0.08695652173913043
247580,1,0,3358201,7.0,1,2019-10-23,2019-10-23,1,1.0
247581,1,1,2519355,9.0,1,2019-10-06,2019-10-06,1,1.0
247583,1,0,857803,9.0,1,2019-10-23,2019-10-23,1,1.0
247584,1,0,8838173,10.0,1,2019-10-24,2019-10-24,1,1.0
247585,1,0,15289604,12.0,1,2019-10-10,2019-10-10,1,1.0
247586,1,0,4298079,8.0,1,2019-10-24,2019-10-24,1,1.0
247587,2,0,7905532,9.0,1,2019-10-12,2019-10-27,16,0.125
247589,1,0,4328214,10.0,1,2019-10-23,2019-10-23,1,1.0
247591,1,0,1319110,8.0,1,2019-10-24,2019-10-24,1,1.0
247592,3,0,7926892,9.333333333333334,1,2019-10-22,2019-10-29,8,0.375
247595,2,0,12670742,9.0,1,2019-10-23,2019-10-24,2,1.0
247596,1,0,2358517,9.0,1,2019-10-24,2019-10-24,1,1.0
247600,1,1,2950069,20.0,1,2019-10-15,2019-10-15,1,1.0
247606,2,0,4929671,9.5,1,2019-10-23,2019-10-25,3,0.6666666666666666
247616,1,0,993735,6.0,1,2019-10-21,2019-10-21,1,1.0
247618,1,0,6137571,5.0,1,2019-09-27,2019-09-27,1,1.0
247622,2,0,7457904,9.0,1,2019-10-05,2019-10-17,13,0.15384615384615385
247624,1,0,3712405,9.0,1,2019-10-18,2019-10-18,1,1.0
247629,1,0,2616022,9.0,1,2019-10-24,2019-10-24,1,1.0
247630,1,0,5321113,10.0,1,2019-10-02,2019-10-02,1,1.0
247632,1,0,2627875,7.0,1,2019-10-23,2019-10-23,1,1.0
247634,1,0,9726942,9.0,1,2019-10-23,2019-10-23,1,1.0
247635,1,0,3226435,9.0,1,2019-10-27,2019-10-27,1,1.0
247639,1,0,3043884,10.0,1,2019-10-22,2019-10-22,1,1.0
247641,1,0,4400319,9.0,1,2019-10-26,2019-10-26,1,1.0
247646,2,0,3093468,10.0,1,2019-09-28,2019-10-29,32,0.0625
247647,1,0,14086933,23.0,1,2019-10-10,2019-10-10,1,1.0
247648,2,0,272087,7.5,1,2019-09-29,2019-10-26,28,0.07142857142857142
247652,1,0,2228157,20.0,1,2019-10-10,2019-10-10,1,1.0
247654,2,0,14489113,6.0,1,2019-10-22,2019-10-23,2,1.0
247666,7,0,75217460,15.291666666666666,1,2019-10-21,2019-10-29,9,0.7777777777777778
247668,1,0,4819539,41.0,1,2019-10-11,2019-10-11,1,1.0
247669,2,0,9687706,10.0,1,2019-10-22,2019-10-23,2,1.0
247670,1,0,1912768,7.0,1,2019-10-24,2019-10-24,1,1.0
247672,1,0,3362951,11.0,1,2019-10-21,2019-10-21,1,1.0
247674,1,1,22328956,21.0,1,2019-10-19,2019-10-19,1,1.0
247675,1,0,4258134,10.0,1,2019-10-24,2019-10-24,1,1.0
247676,1,0,1976734,10.0,1,2019-10-15,2019-10-15,1,1.0
247677,1,0,7504880,10.0,1,2019-10-23,2019-10-23,1,1.0
247678,1,0,3514218,10.0,1,2019-10-07,2019-10-07,1,1.0
247683,1,0,2154865,10.0,1,2019-10-23,2019-10-23,1,1.0
247685,1,0,4240132,10.0,1,2019-10-25,2019-10-25,1,1.0
247693,1,0,5222024,12.0,1,2019-10-23,2019-10-23,1,1.0
247694,1,0,5574762,10.0,1,2019-10-23,2019-10-23,1,1.0
247703,1,0,1364301,9.0,1,2019-10-18,2019-10-18,1,1.0
247704,1,0,1579283,15.0,1,2019-10-23,2019-10-23,1,1.0
247706,1,0,3541831,9.0,1,2019-10-07,2019-10-07,1,1.0
247710,1,0,3013231,11.0,1,2019-10-04,2019-10-04,1,1.0
247711,1,0,11134769,10.0,1,2019-10-23,2019-10-23,1,1.0
247716,1,0,8212052,10.0,1,2019-10-17,2019-10-17,1,1.0
247726,1,0,45275532,7.0,1,2019-10-22,2019-10-22,1,1.0
247732,1,0,3526410,10.0,1,2019-10-10,2019-10-10,1,1.0
247741,2,0,6811492,9.0,1,2019-10-14,2019-10-28,15,0.13333333333333333
247743,1,0,13258912,10.0,1,2019-10-21,2019-10-21,1,1.0
247744,4,0,6014086,8.75,1,2019-09-27,2019-10-29,33,0.12121212121212122
247746,1,0,5382169,10.0,1,2019-10-24,2019-10-24,1,1.0
247751,1,0,638215,7.0,1,2019-10-21,2019-10-21,1,1.0
247753,1,0,1441399,4.0,1,2019-09-25,2019-09-25,1,1.0
247765,3,0,19642195,10.0,4,2019-10-06,2019-10-25,20,0.15
247767,4,0,25870856,9.625,1,2019-10-23,2019-10-29,7,0.5714285714285714
247770,1,0,2272233,2.0,1,2019-10-24,2019-10-24,1,1.0
247771,1,0,2777221,9.0,1,2019-10-08,2019-10-08,1,1.0
247775,3,0,16742240,8.666666666666666,1,2019-10-21,2019-10-25,5,0.6
247780,1,0,885081,7.0,1,2019-10-13,2019-10-13,1,1.0
247781,1,1,2447105,10.0,1,2019-10-03,2019-10-03,1,1.0
247784,3,0,16195283,9.6,1,2019-10-05,2019-10-26,22,0.13636363636363635
247795,1,0,12517175,27.0,1,2019-10-10,2019-10-10,1,1.0
247797,1,0,2190992,21.0,1,2019-10-21,2019-10-21,1,1.0
247799,1,0,18526637,9.0,2,2019-09-30,2019-09-30,1,1.0
247800,1,0,12928441,7.0,1,2019-10-21,2019-10-21,1,1.0
247803,1,0,623395,10.0,1,2019-10-24,2019-10-24,1,1.0
247808,2,0,6388095,8.5,1,2019-10-12,2019-10-27,16,0.125
247823,1,0,4184096,9.0,1,2019-10-17,2019-10-17,1,1.0
247824,2,0,7021489,9.5,1,2019-10-19,2019-10-25,7,0.2857142857142857
247836,1,0,2445734,4.0,1,2019-10-24,2019-10-24,1,1.0
247844,1,0,224026,7.0,1,2019-10-23,2019-10-23,1,1.0
247845,1,0,2686670,9.0,1,2019-09-28,2019-09-28,1,1.0
247846,1,0,2717878,10.0,1,2019-10-24,2019-10-24,1,1.0
247847,2,0,13990961,9.2,1,2019-10-15,2019-10-27,13,0.15384615384615385
247853,2,0,10478629,6.5,1,2019-10-01,2019-10-24,24,0.08333333333333333
247854,1,0,3294830,10.0,1,2019-10-24,2019-10-24,1,1.0
247855,1,0,2768623,10.0,1,2019-10-23,2019-10-23,1,1.0
247859,1,0,249907,10.0,1,2019-10-13,2019-10-13,1,1.0
247861,1,0,2688350,10.0,1,2019-10-13,2019-10-13,1,1.0
247862,1,0,4814921,9.0,1,2019-10-24,2019-10-24,1,1.0
247867,2,0,19739622,15.8,1,2019-10-20,2019-10-21,2,1.0
247869,1,0,1394414,9.0,1,2019-10-30,2019-10-30,1,1.0
247873,1,0,2921426,20.0,1,2019-10-24,2019-10-24,1,1.0
247876,1,0,877619,11.0,1,2019-10-24,2019-10-24,1,1.0
247878,1,0,3155428,6.0,1,2019-10-17,2019-10-17,1,1.0
247885,1,0,9026504,10.0,1,2019-10-01,2019-10-01,1,1.0
247889,1,0,1079521,6.0,1,2019-10-16,2019-10-16,1,1.0
247891,1,0,3502965,10.0,1,2019-10-30,2019-10-30,1,1.0
247892,1,0,2260710,7.0,1,2019-10-17,2019-10-17,1,1.0
247895,3,2,268952050,9.023529411764706,1,2019-10-24,2019-10-24,1,3.0
247899,1,0,86072,10.0,1,2019-10-15,2019-10-15,1,1.0
247903,1,0,3043106,10.0,1,2019-10-13,2019-10-13,1,1.0
247912,1,0,878459,7.0,1,2019-10-30,2019-10-30,1,1.0
247921,2,0,5967965,9.333333333333334,1,2019-10-01,2019-10-24,24,0.08333333333333333
247924,1,0,5309194,9.0,1,2019-10-25,2019-10-25,1,1.0
247928,4,1,131771515,16.358974358974358,1,2019-10-21,2019-10-27,7,0.5714285714285714
247942,2,0,6106727,10.0,1,2019-10-23,2019-10-23,1,2.0
247945,1,0,32708010,10.0,1,2019-10-23,2019-10-23,1,1.0
247946,2,0,9773976,14.0,1,2019-10-16,2019-10-21,6,0.3333333333333333
247947,1,0,5567747,20.0,1,2019-10-24,2019-10-24,1,1.0
247950,1,1,3966281,10.0,1,2019-09-25,2019-09-25,1,1.0
247952,1,0,242344,6.0,1,2019-10-28,2019-10-28,1,1.0
247953,1,0,13416745,9.0,1,2019-10-07,2019-10-07,1,1.0
247959,1,0,1114540,6.0,1,2019-10-30,2019-10-30,1,1.0
247963,2,0,13261982,11.666666666666666,1,2019-10-09,2019-10-30,22,0.09090909090909091
247964,1,0,7539818,21.0,1,2019-10-27,2019-10-27,1,1.0
247979,2,0,11552524,8.0,1,2019-10-12,2019-10-17,6,0.3333333333333333
247983,1,0,568304,8.0,1,2019-10-23,2019-10-23,1,1.0
247984,1,0,4600625,21.0,1,2019-10-17,2019-10-17,1,1.0
247986,1,0,3028574,9.0,1,2019-10-24,2019-10-24,1,1.0
247989,3,0,99604465,10.82857142857143,1,2019-09-30,2019-10-20,21,0.14285714285714285
247990,1,0,4363200,10.0,1,2019-10-08,2019-10-08,1,1.0
247991,2,0,8140069,7.0,1,2019-10-24,2019-10-24,1,2.0
247995,1,0,939963,7.0,1,2019-10-29,2019-10-29,1,1.0
247996,4,1,33869987,6.625,1,2019-10-07,2019-10-22,16,0.25
248000,1,0,8667903,8.0,1,2019-10-22,2019-10-22,1,1.0
248001,2,0,8449740,10.5,2,2019-10-15,2019-10-24,10,0.2
248007,1,0,4640681,9.0,1,2019-10-29,2019-10-29,1,1.0
248009,3,0,5579312,8.666666666666666,1,2019-10-23,2019-10-30,8,0.375
248010,3,0,14691741,7.5,1,2019-10-01,2019-10-29,29,0.10344827586206896
248012,1,0,8269899,10.0,1,2019-09-27,2019-09-27,1,1.0
248013,2,0,13564905,9.333333333333334,2,2019-10-23,2019-10-24,2,1.0
248016,1,0,9572563,10.0,1,2019-10-10,2019-10-10,1,1.0
248019,1,0,5695859,3.0,1,2019-10-24,2019-10-24,1,1.0
248026,1,0,1193448,10.0,1,2019-10-23,2019-10-23,1,1.0
248027,3,0,26604796,9.857142857142858,3,2019-09-26,2019-09-29,4,0.75
248029,1,0,2167637,9.0,1,2019-10-02,2019-10-02,1,1.0
248032,1,0,2049180,9.0,1,2019-10-20,2019-10-20,1,1.0
248041,1,0,9850335,9.0,1,2019-10-24,2019-10-24,1,1.0
248042,2,0,11236059,10.333333333333334,1,2019-10-21,2019-10-29,9,0.2222222222222222
248043,1,0,1401979,4.0,1,2019-10-29,2019-10-29,1,1.0
248046,11,0,53401489,8.214285714285714,1,2019-10-17,2019-10-28,12,0.9166666666666666
248047,1,0,6009759,11.0,1,2019-10-06,2019-10-06,1,1.0
248048,3,0,5215193,9.25,1,2019-10-17,2019-10-26,10,0.3
248049,5,0,14135742,9.0,1,2019-10-21,2019-10-29,9,0.5555555555555556
248050,1,0,4267258,9.0,1,2019-10-12,2019-10-12,1,1.0
248054,2,0,3569247,9.0,1,2019-10-14,2019-10-23,10,0.2
248056,1,0,6104416,10.0,1,2019-10-22,2019-10-22,1,1.0
248057,1,0,4840866,9.0,1,2019-10-23,2019-10-23,1,1.0
248061,2,0,8769526,9.0,1,2019-10-11,2019-10-11,1,2.0
248062,2,0,7134095,25.5,1,2019-10-18,2019-10-24,7,0.2857142857142857
248066,1,0,3370576,9.0,1,2019-09-25,2019-09-25,1,1.0
248067,3,0,9234554,11.25,1,2019-10-23,2019-10-27,5,0.6
248068,1,0,5853197,9.0,1,2019-10-24,2019-10-24,1,1.0
248076,1,0,17783558,9.0,1,2019-10-24,2019-10-24,1,1.0
248078,1,0,576214,10.0,1,2019-10-05,2019-10-05,1,1.0
248079,1,0,4502087,8.0,1,2019-10-25,2019-10-25,1,1.0
248080,1,0,2868084,7.0,1,2019-10-24,2019-10-24,1,1.0
248081,1,0,6028387,6.0,1,2019-10-19,2019-10-19,1,1.0
248083,4,0,10557385,12.5,1,2019-10-17,2019-10-25,9,0.4444444444444444
248085,1,0,2050923,10.0,1,2019-10-12,2019-10-12,1,1.0
248091,1,0,12456460,7.0,1,2019-10-16,2019-10-16,1,1.0
248093,1,0,14073722,10.0,1,2019-10-12,2019-10-12,1,1.0
248094,1,0,3467895,10.0,1,2019-10-22,2019-10-22,1,1.0
248096,1,0,2039483,10.0,1,2019-10-26,2019-10-26,1,1.0
248097,1,0,4857491,9.0,1,2019-10-23,2019-10-23,1,1.0
248100,2,0,8272827,11.4,1,2019-10-23,2019-10-25,3,0.6666666666666666
248101,1,0,2341750,10.0,1,2019-10-23,2019-10-23,1,1.0
248106,5,0,24219205,14.375,1,2019-09-27,2019-10-24,28,0.17857142857142858
248108,2,0,10813541,9.5,1,2019-09-29,2019-10-09,11,0.18181818181818182
248110,1,0,5710776,19.0,1,2019-10-15,2019-10-15,1,1.0
248120,1,0,1583000,10.0,1,2019-10-11,2019-10-11,1,1.0
248121,4,1,25172137,10.285714285714286,1,2019-10-12,2019-10-29,18,0.2222222222222222
248122,1,0,8945473,10.0,1,2019-10-17,2019-10-17,1,1.0
248131,6,0,15032737,9.5,1,2019-10-16,2019-10-26,11,0.5454545454545454
248136,1,0,2794842,6.0,1,2019-10-23,2019-10-23,1,1.0
248139,1,0,1749070,11.0,1,2019-10-17,2019-10-17,1,1.0
248140,1,0,6006944,10.0,1,2019-10-09,2019-10-09,1,1.0
248146,2,0,12175268,7.666666666666667,1,2019-10-09,2019-10-10,2,1.0
248147,3,0,11242426,8.666666666666666,1,2019-10-01,2019-10-25,25,0.12
248148,1,0,5368218,9.0,1,2019-10-21,2019-10-21,1,1.0
248151,1,0,5032451,8.0,1,2019-10-25,2019-10-25,1,1.0
248154,1,0,333769,5.0,1,2019-10-23,2019-10-23,1,1.0
248156,1,0,1237637,10.0,1,2019-10-24,2019-10-24,1,1.0
248164,3,0,4833272,8.333333333333334,2,2019-09-22,2019-09-29,8,0.375
248167,1,0,3637248,9.0,1,2019-10-10,2019-10-10,1,1.0
248171,1,0,1096563,8.0,1,2019-10-22,2019-10-22,1,1.0
248173,1,0,3909685,10.0,1,2019-10-25,2019-10-25,1,1.0
248175,1,0,43557740,6.0,1,2019-10-20,2019-10-20,1,1.0
248177,1,0,4369993,10.0,1,2019-10-24,2019-10-24,1,1.0
248180,1,0,9082578,24.0,1,2019-10-14,2019-10-14,1,1.0
248181,1,0,9841479,2.0,1,2019-09-30,2019-09-30,1,1.0
248197,2,0,8853412,30.5,1,2019-10-11,2019-10-24,14,0.14285714285714285
248199,1,0,596126,10.0,1,2019-10-24,2019-10-24,1,1.0
248201,1,0,9639307,9.0,1,2019-10-14,2019-10-14,1,1.0
248204,1,0,2396694,10.0,1,2019-10-23,2019-10-23,1,1.0
248207,1,0,663924,9.0,1,2019-10-24,2019-10-24,1,1.0
248216,1,0,15160569,7.0,2,2019-09-28,2019-09-28,1,1.0
248217,1,0,4141033,2.0,1,2019-10-17,2019-10-17,1,1.0
248218,2,0,10352861,13.666666666666666,1,2019-10-14,2019-10-27,14,0.14285714285714285
248219,1,0,5684267,7.0,1,2019-09-30,2019-09-30,1,1.0
248221,1,0,770263,15.0,1,2019-10-25,2019-10-25,1,1.0
248226,1,0,2722964,10.0,1,2019-10-24,2019-10-24,1,1.0
248227,1,0,1914005,9.0,1,2019-10-24,2019-10-24,1,1.0
248228,1,0,4715310,42.0,1,2019-10-23,2019-10-23,1,1.0
248230,1,0,6265193,7.0,1,2019-10-24,2019-10-24,1,1.0
248238,1,0,3063044,10.0,1,2019-10-25,2019-10-25,1,1.0
248239,6,0,12606997,15.428571428571429,1,2019-10-22,2019-10-29,8,0.75
248241,2,0,20936383,9.625,1,2019-10-15,2019-10-20,6,0.3333333333333333
248243,3,0,10506574,9.0,1,2019-10-26,2019-10-28,3,1.0
248246,1,0,10686142,10.0,1,2019-10-07,2019-10-07,1,1.0
248247,1,0,3527734,10.0,1,2019-10-23,2019-10-23,1,1.0
248250,1,0,3749774,8.0,1,2019-10-24,2019-10-24,1,1.0
248253,1,0,9713438,6.0,1,2019-10-23,2019-10-23,1,1.0
248256,3,0,20774530,10.444444444444445,1,2019-10-24,2019-10-24,1,3.0
248258,1,0,20142809,10.0,1,2019-10-14,2019-10-14,1,1.0
248260,1,0,19075373,10.0,1,2019-10-24,2019-10-24,1,1.0
248263,1,0,4147671,9.0,1,2019-10-11,2019-10-11,1,1.0
248265,1,0,4729763,22.0,1,2019-10-24,2019-10-24,1,1.0
248266,2,0,10683930,11.666666666666666,1,2019-09-30,2019-10-21,22,0.09090909090909091
248269,1,0,767169,10.0,1,2019-09-26,2019-09-26,1,1.0
248277,1,0,4478047,21.0,1,2019-10-23,2019-10-23,1,1.0
248286,7,1,35629183,9.9,1,2019-10-22,2019-10-24,3,2.3333333333333335
248288,2,0,5030410,8.0,1,2019-10-21,2019-10-22,2,1.0
248293,1,0,2245348,9.0,1,2019-10-22,2019-10-22,1,1.0
248294,2,0,3192831,9.5,1,2019-09-30,2019-10-07,8,0.25
248296,2,0,17958276,9.142857142857142,2,2019-10-22,2019-10-23,2,1.0
248300,1,0,4215586,10.0,1,2019-10-18,2019-10-18,1,1.0
248301,1,0,3750995,7.0,1,2019-10-23,2019-10-23,1,1.0
248303,2,0,8695321,9.5,1,2019-10-19,2019-10-25,7,0.2857142857142857
248307,1,0,18231083,9.0,1,2019-10-09,2019-10-09,1,1.0
248327,1,0,1730341,5.0,1,2019-10-14,2019-10-14,1,1.0
