uid,总浏览量,总点赞数,观看作品数,观看城市数,完播作品数,常看背景音乐,完播率,平均点赞率
37206,52971763,0,19,1,11,325.0,0.5789473684210527,0.0
37207,32497775,0,10,1,6,39.0,0.6,0.0
37208,31859951,0,9,1,0,948.0,0.0,0.0
37209,17832571,0,6,1,1,22.0,0.16666666666666666,0.0
37210,98164062,0,34,1,17,25.0,0.5,0.0
37211,45218975,0,16,5,6,22.0,0.375,0.0
37212,273986749,0,99,1,16,63.0,0.16161616161616163,0.0
37213,36064543,0,13,1,1,39.0,0.07692307692307693,0.0
37214,51909373,0,20,1,13,68.0,0.65,0.0
37215,20446034,0,7,2,6,134.0,0.8571428571428571,0.0
37216,162751882,0,64,5,28,25.0,0.4375,0.0
37217,77577587,0,24,1,22,22.0,0.9166666666666666,0.0
37218,11717564,0,3,1,0,1041.0,0.0,0.0
37219,548774780,0,181,1,82,22.0,0.4530386740331492,0.0
37220,1093926,0,1,1,1,4657.0,1.0,0.0
37221,31450588,0,12,1,3,30.0,0.25,0.0
37222,47289370,0,15,1,4,57.0,0.26666666666666666,0.0
37223,107353408,0,43,1,6,22.0,0.13953488372093023,0.0
37224,48932683,0,18,1,18,142.0,1.0,0.0
37225,197924062,0,71,1,41,22.0,0.5774647887323944,0.0
37226,3310371,0,2,2,2,785.0,1.0,0.0
37227,5568653,0,2,1,2,35.0,1.0,0.0
37228,76686862,0,22,1,5,8.0,0.22727272727272727,0.0
37229,157369977,0,53,1,15,307.0,0.2830188679245283,0.0
37230,151026003,0,51,1,36,238.0,0.7058823529411765,0.0
37231,57735429,0,16,1,7,11.0,0.4375,0.0
37232,32976678,0,14,1,7,43.0,0.5,0.0
37233,26230942,0,13,1,8,59.0,0.6153846153846154,0.0
37234,70177128,0,23,1,5,220.0,0.21739130434782608,0.0
37235,59496562,0,21,1,8,74.0,0.38095238095238093,0.0
37236,39102024,0,16,1,6,220.0,0.375,0.0
37237,22141125,0,9,1,6,33.0,0.6666666666666666,0.0
37238,62537676,0,24,1,12,7.0,0.5,0.0
37239,4470201,0,1,1,0,3878.0,0.0,0.0
37240,99050752,0,38,1,16,22.0,0.42105263157894735,0.0
37241,44786231,0,15,2,9,803.0,0.6,0.0
37243,9522385,0,5,1,2,157.0,0.4,0.0
37244,22728443,0,9,1,4,111.0,0.4444444444444444,0.0
37245,9580581,0,6,1,1,110.0,0.16666666666666666,0.0
37247,16859235,0,7,1,2,110.0,0.2857142857142857,0.0
37248,76081810,0,27,1,13,22.0,0.48148148148148145,0.0
37249,12936801,1,6,1,3,447.0,0.5,7.729886236945285e-08
37250,184119138,0,69,1,31,22.0,0.4492753623188406,0.0
37251,20844003,0,6,1,4,338.0,0.6666666666666666,0.0
37252,29195382,0,13,5,9,76.0,0.6923076923076923,0.0
37253,101547117,2,37,2,14,218.0,0.3783783783783784,1.9695290807714414e-08
37254,27283101,0,10,1,4,22.0,0.4,0.0
37255,44339438,2,17,1,9,69.0,0.5294117647058824,4.510657081400084e-08
37256,5545034,0,2,1,0,1461.0,0.0,0.0
37257,46604114,0,14,1,11,59.0,0.7857142857142857,0.0
37258,423491,0,1,1,1,33.0,1.0,0.0
37259,2654254,0,1,1,1,1429.0,1.0,0.0
37260,24868941,0,6,1,5,20.0,0.8333333333333334,0.0
37261,21720658,0,10,1,4,74.0,0.4,0.0
37262,121981137,0,39,4,31,35.0,0.7948717948717948,0.0
37263,10662625,0,3,1,1,110.0,0.3333333333333333,0.0
37264,38224809,0,13,1,4,108.0,0.3076923076923077,0.0
37265,69577966,0,21,1,16,1077.0,0.7619047619047619,0.0
37266,33723173,0,11,1,10,110.0,0.9090909090909091,0.0
37267,66689002,0,31,2,19,22.0,0.6129032258064516,0.0
37268,15491284,0,6,1,5,84.0,0.8333333333333334,0.0
37269,14316985,0,3,1,1,879.0,0.3333333333333333,0.0
37270,78615129,0,31,1,9,33.0,0.2903225806451613,0.0
37271,18368629,0,5,1,1,39.0,0.2,0.0
37272,10754401,0,4,1,0,25.0,0.0,0.0
37273,7879330,0,3,1,0,35.0,0.0,0.0
37274,3604061,0,3,1,1,220.0,0.3333333333333333,0.0
37275,46554215,0,12,1,5,25.0,0.4166666666666667,0.0
37276,24192714,0,9,1,0,22.0,0.0,0.0
37278,25170206,0,10,2,5,237.0,0.5,0.0
37279,43354790,0,15,1,6,25.0,0.4,0.0
37281,13087371,0,5,3,3,8.0,0.6,0.0
37283,312665521,0,112,1,23,8.0,0.20535714285714285,0.0
37284,30847625,0,10,1,4,82.0,0.4,0.0
37285,65182963,0,19,1,14,25.0,0.7368421052631579,0.0
37286,24211821,0,9,1,7,43.0,0.7777777777777778,0.0
37287,86537176,0,34,1,23,68.0,0.6764705882352942,0.0
37288,17115055,0,6,1,0,513.0,0.0,0.0
37289,45610444,0,15,1,7,22.0,0.4666666666666667,0.0
37290,5154452,0,2,1,0,994.0,0.0,0.0
37291,48727306,0,18,1,12,114.0,0.6666666666666666,0.0
37292,7833970,0,2,1,0,7.0,0.0,0.0
37293,382687690,0,122,1,21,220.0,0.1721311475409836,0.0
37294,36296658,0,12,1,9,57.0,0.75,0.0
37295,30796307,0,11,1,5,795.0,0.45454545454545453,0.0
37296,9916540,0,4,1,1,25.0,0.25,0.0
37297,90034515,0,32,1,15,68.0,0.46875,0.0
37298,189828144,0,70,1,30,59.0,0.42857142857142855,0.0
37299,47649582,0,15,1,9,5341.0,0.6,0.0
37300,135894240,0,46,1,32,33.0,0.6956521739130435,0.0
37301,78140705,0,27,1,16,7.0,0.5925925925925926,0.0
37302,68741252,0,21,1,9,22.0,0.42857142857142855,0.0
37303,1473947,0,1,1,0,818.0,0.0,0.0
37304,46599871,0,16,1,1,162.0,0.0625,0.0
37306,190477162,0,62,1,29,57.0,0.46774193548387094,0.0
37307,282333893,0,89,1,37,22.0,0.4157303370786517,0.0
37308,360988326,1,119,2,65,22.0,0.5462184873949579,2.7701726841992114e-09
37309,163412240,0,47,1,8,468.0,0.1702127659574468,0.0
37310,18102925,0,6,1,5,43.0,0.8333333333333334,0.0
37311,23797129,0,10,1,8,43.0,0.8,0.0
37312,16444617,1,6,1,1,639.0,0.16666666666666666,6.081017271487684e-08
37313,60993978,0,21,1,9,762.0,0.42857142857142855,0.0
37314,15942761,0,4,1,3,57.0,0.75,0.0
37315,159739621,0,55,1,43,220.0,0.7818181818181819,0.0
37316,15457490,0,5,1,5,35.0,1.0,0.0
37317,19147144,0,7,1,3,22.0,0.42857142857142855,0.0
37318,6676422,0,2,1,0,1278.0,0.0,0.0
37319,3162511,0,1,1,0,575.0,0.0,0.0
37320,12236608,0,4,1,3,30.0,0.75,0.0
37321,30631893,0,8,1,7,68.0,0.875,0.0
37322,75844815,0,24,1,12,453.0,0.5,0.0
37323,51725229,0,23,1,10,361.0,0.43478260869565216,0.0
37324,27038785,0,11,1,5,110.0,0.45454545454545453,0.0
37325,322383211,0,116,1,42,22.0,0.3620689655172414,0.0
37326,4370899,0,3,1,1,68.0,0.3333333333333333,0.0
37327,40815343,0,15,1,6,5.0,0.4,0.0
37328,1214807,0,1,1,1,238.0,1.0,0.0
37329,28761390,0,10,1,7,220.0,0.7,0.0
37330,8589516,0,5,1,2,68.0,0.4,0.0
37331,20204412,0,7,1,1,656.0,0.14285714285714285,0.0
37332,3141010,0,2,1,1,166.0,0.5,0.0
37334,65045050,0,24,1,13,220.0,0.5416666666666666,0.0
37335,64932029,0,24,1,15,12.0,0.625,0.0
37336,95684475,0,35,2,7,25.0,0.2,0.0
37338,33040191,0,11,1,7,33.0,0.6363636363636364,0.0
37339,43007777,0,14,1,6,815.0,0.42857142857142855,0.0
37340,51205859,0,22,1,11,43.0,0.5,0.0
37341,57020396,0,21,1,6,110.0,0.2857142857142857,0.0
37342,57847313,0,18,1,11,220.0,0.6111111111111112,0.0
37343,14373213,0,5,1,3,1.0,0.6,0.0
37344,15321881,0,5,1,2,22.0,0.4,0.0
37345,34064030,0,13,1,5,22.0,0.38461538461538464,0.0
37346,102594236,0,30,1,12,68.0,0.4,0.0
37347,737950,0,1,1,0,11725.0,0.0,0.0
37348,61381830,0,18,1,8,68.0,0.4444444444444444,0.0
37349,76438656,0,20,1,9,3991.0,0.45,0.0
37350,75778664,0,20,1,9,57.0,0.45,0.0
37351,19073834,0,7,1,2,110.0,0.2857142857142857,0.0
37352,54286563,0,19,1,8,110.0,0.42105263157894735,0.0
37353,170161349,0,57,1,39,416.0,0.6842105263157895,0.0
37355,87545690,0,32,2,19,22.0,0.59375,0.0
37356,163031433,0,54,1,43,220.0,0.7962962962962963,0.0
37357,3490419,0,2,1,2,176.0,1.0,0.0
37358,6908225,0,4,1,1,110.0,0.25,0.0
37359,59406717,9,22,1,5,7.0,0.22727272727272727,1.5149801999662766e-07
37360,40890655,0,18,1,11,246.0,0.6111111111111112,0.0
37361,13039269,0,4,1,2,22.0,0.5,0.0
37362,8339138,0,6,1,1,22.0,0.16666666666666666,0.0
37363,5773560,0,2,1,2,622.0,1.0,0.0
37364,50455913,3,16,1,12,220.0,0.75,5.945784788395366e-08
37365,61449845,0,20,1,12,480.0,0.6,0.0
37367,28402489,0,11,2,7,66.0,0.6363636363636364,0.0
37368,5487503,0,2,1,1,302.0,0.5,0.0
37369,5959704,0,4,1,4,307.0,1.0,0.0
37370,4589842,0,2,1,2,272.0,1.0,0.0
37371,41678219,0,12,5,4,22.0,0.3333333333333333,0.0
37372,32689538,0,16,1,3,220.0,0.1875,0.0
37373,50115429,0,18,1,12,7.0,0.6666666666666666,0.0
37374,43745221,0,15,1,8,33.0,0.5333333333333333,0.0
37375,10478086,0,4,1,4,22.0,1.0,0.0
37376,81084430,0,26,1,13,2284.0,0.5,0.0
37377,23285947,0,8,2,4,578.0,0.5,0.0
37378,42496108,0,17,1,9,22.0,0.5294117647058824,0.0
37380,245839298,0,98,1,55,22.0,0.5612244897959183,0.0
37381,126158002,0,45,1,11,110.0,0.24444444444444444,0.0
37382,156525137,0,57,1,25,220.0,0.43859649122807015,0.0
37383,132089719,0,46,1,31,5.0,0.6739130434782609,0.0
37384,24933235,0,12,1,3,10.0,0.25,0.0
37385,13709620,0,3,1,3,25.0,1.0,0.0
37386,149326871,1,51,1,27,12.0,0.5294117647058824,6.69671836892638e-09
37387,14713918,0,4,1,1,4.0,0.25,0.0
37388,3069001,0,1,1,1,10935.0,1.0,0.0
37389,58018621,0,17,1,8,22.0,0.47058823529411764,0.0
37390,10360929,1,2,1,1,30.0,0.5,9.651644172062178e-08
37391,198887929,0,65,1,27,25.0,0.4153846153846154,0.0
37392,42692303,3,20,1,14,678.0,0.7,7.02702779936702e-08
37393,94646508,0,30,1,11,33.0,0.36666666666666664,0.0
37394,3313668,0,1,1,1,5531.0,1.0,0.0
37395,76056524,0,29,1,8,272.0,0.27586206896551724,0.0
37396,17362629,0,8,1,5,416.0,0.625,0.0
37397,63183184,0,20,1,6,22.0,0.3,0.0
37398,108476991,0,34,1,19,166.0,0.5588235294117647,0.0
37399,31624479,0,12,2,3,220.0,0.25,0.0
37400,205761674,0,68,1,31,453.0,0.45588235294117646,0.0
37401,5686384,0,2,1,1,361.0,0.5,0.0
37402,38340728,0,12,1,11,62.0,0.9166666666666666,0.0
37403,3034040,0,2,1,2,239.0,1.0,0.0
37404,6979172,0,2,1,2,2150.0,1.0,0.0
37405,47259661,0,15,1,2,22.0,0.13333333333333333,0.0
37406,2598956,0,2,1,1,272.0,0.5,0.0
37408,118390627,0,39,1,11,220.0,0.28205128205128205,0.0
37409,78853605,10,29,2,24,1078.0,0.8275862068965517,1.268172837500581e-07
37412,18872846,0,6,1,4,8.0,0.6666666666666666,0.0
37413,5614140,0,1,1,1,740.0,1.0,0.0
37414,88828474,0,26,1,7,22.0,0.2692307692307692,0.0
37415,15285464,0,4,1,0,59.0,0.0,0.0
37416,71280914,0,20,2,10,25.0,0.5,0.0
37418,76870821,0,28,1,14,22.0,0.5,0.0
37419,132633305,0,49,1,30,220.0,0.6122448979591837,0.0
37421,19227974,0,6,1,4,329.0,0.6666666666666666,0.0
37422,4153248,0,2,1,2,2854.0,1.0,0.0
37423,41089319,0,13,1,3,22.0,0.23076923076923078,0.0
37424,35693430,0,13,2,7,43.0,0.5384615384615384,0.0
37425,57436076,0,17,1,9,468.0,0.5294117647058824,0.0
37426,417199983,0,146,1,40,220.0,0.273972602739726,0.0
37427,37035829,0,10,1,8,25.0,0.8,0.0
37428,27691212,0,10,1,9,110.0,0.9,0.0
37429,10141144,0,6,1,3,115.0,0.5,0.0
37430,19593976,0,5,1,5,714.0,1.0,0.0
37431,22771103,0,8,1,7,25.0,0.875,0.0
37432,9126439,0,3,1,3,328.0,1.0,0.0
37433,26838691,0,10,1,9,53.0,0.9,0.0
37434,78653554,0,24,2,16,296.0,0.6666666666666666,0.0
37435,53953767,0,17,1,8,22.0,0.47058823529411764,0.0
37436,32104686,0,12,1,3,678.0,0.25,0.0
37437,42621546,0,11,2,9,115.0,0.8181818181818182,0.0
37438,12941331,0,6,1,4,101.0,0.6666666666666666,0.0
37439,12174385,0,5,1,1,238.0,0.2,0.0
37440,1293509,0,1,1,0,860.0,0.0,0.0
37441,16492885,0,5,1,3,30.0,0.6,0.0
37443,41471119,0,13,1,8,22.0,0.6153846153846154,0.0
37444,32348368,0,12,1,2,466.0,0.16666666666666666,0.0
37445,61306536,0,20,1,15,22.0,0.75,0.0
37446,51723801,0,16,1,12,222.0,0.75,0.0
37447,39115334,0,13,1,7,7.0,0.5384615384615384,0.0
37448,48170417,0,20,1,10,22.0,0.5,0.0
37449,6383654,0,2,1,1,468.0,0.5,0.0
37450,17742706,0,6,2,1,43.0,0.16666666666666666,0.0
37451,460456692,5,148,1,94,22.0,0.6351351351351351,1.0858784521693954e-08
37452,68685933,0,25,1,10,220.0,0.4,0.0
37453,11654231,0,5,1,4,550.0,0.8,0.0
37454,38328901,0,15,1,10,22.0,0.6666666666666666,0.0
37455,18696006,0,5,2,0,43.0,0.0,0.0
37456,18920060,0,6,1,1,22.0,0.16666666666666666,0.0
37457,6669000,0,6,1,5,29.0,0.8333333333333334,0.0
37458,18355876,0,7,1,4,8.0,0.5714285714285714,0.0
37459,89283151,0,25,1,9,68.0,0.36,0.0
37460,45840990,0,18,1,11,5.0,0.6111111111111112,0.0
37461,29211831,0,8,1,3,464.0,0.375,0.0
37462,163956,0,1,1,1,238.0,1.0,0.0
37463,24787941,0,8,1,3,104.0,0.375,0.0
37464,95926148,0,30,1,20,22.0,0.6666666666666666,0.0
37465,135939528,0,45,1,14,57.0,0.3111111111111111,0.0
37466,114271039,0,34,1,20,25.0,0.5882352941176471,0.0
37467,44157303,0,15,1,7,25.0,0.4666666666666667,0.0
37468,5623810,0,3,1,0,222.0,0.0,0.0
37469,148497661,0,51,1,19,35.0,0.37254901960784315,0.0
37471,69522541,0,23,1,11,43.0,0.4782608695652174,0.0
37472,31985649,0,11,1,3,7.0,0.2727272727272727,0.0
37473,480077733,2,143,1,38,22.0,0.26573426573426573,4.165992010298049e-09
37474,17008870,0,6,1,3,129.0,0.5,0.0
37475,7398041,0,3,1,1,68.0,0.3333333333333333,0.0
37476,14665748,0,5,1,4,3383.0,0.8,0.0
37477,15074278,0,5,1,4,110.0,0.8,0.0
37478,62302501,0,19,1,11,25.0,0.5789473684210527,0.0
37479,3829311,0,2,1,1,1095.0,0.5,0.0
37480,30079553,0,13,1,7,596.0,0.5384615384615384,0.0
37481,36110262,0,10,1,7,22.0,0.7,0.0
37482,39476074,0,11,3,8,100.0,0.7272727272727273,0.0
37483,38187253,0,13,1,7,220.0,0.5384615384615384,0.0
37484,161557258,0,55,1,16,22.0,0.2909090909090909,0.0
37485,45977008,0,16,1,11,22.0,0.6875,0.0
37486,59147715,0,23,1,12,232.0,0.5217391304347826,0.0
37487,32605139,0,17,3,7,22.0,0.4117647058823529,0.0
37488,104541334,0,37,1,21,22.0,0.5675675675675675,0.0
37489,64337038,0,18,1,13,43.0,0.7222222222222222,0.0
37490,145506485,0,45,1,16,22.0,0.35555555555555557,0.0
37491,13562953,0,5,1,4,22.0,0.8,0.0
37493,228674669,2,80,1,17,307.0,0.2125,8.746049611642819e-09
37494,20460358,0,5,1,4,416.0,0.8,0.0
37495,25115455,0,7,1,1,8.0,0.14285714285714285,0.0
37496,21911738,0,6,1,2,22.0,0.3333333333333333,0.0
37497,11888381,0,3,1,2,562.0,0.6666666666666666,0.0
37498,2490769,0,1,1,1,4673.0,1.0,0.0
37499,29731614,0,11,2,8,41.0,0.7272727272727273,0.0
37501,312485475,1,103,1,58,1536.0,0.5631067961165048,3.2001487429135705e-09
37502,156901817,0,48,1,29,762.0,0.6041666666666666,0.0
37503,62924464,0,24,1,12,10315.0,0.5,0.0
37504,17445016,0,6,1,1,59.0,0.16666666666666666,0.0
37505,36938405,0,12,1,7,56.0,0.5833333333333334,0.0
37506,85584247,0,31,1,18,143.0,0.5806451612903226,0.0
37507,19712849,0,9,1,7,1199.0,0.7777777777777778,0.0
37508,1966161,0,2,2,1,57.0,0.5,0.0
37509,44854772,3,16,1,6,7.0,0.375,6.688251586698512e-08
37510,54881281,0,19,1,7,218.0,0.3684210526315789,0.0
37512,37695726,0,13,1,4,30.0,0.3076923076923077,0.0
37513,93986463,0,30,1,17,8.0,0.5666666666666667,0.0
37515,130529098,0,45,2,17,22.0,0.37777777777777777,0.0
37516,3360305,0,1,1,0,3962.0,0.0,0.0
37517,84100853,0,29,1,17,23.0,0.5862068965517241,0.0
37518,5597711,0,2,1,0,322.0,0.0,0.0
37519,33905518,0,11,1,4,43.0,0.36363636363636365,0.0
37520,195877809,0,68,1,29,272.0,0.4264705882352941,0.0
37521,355572591,0,124,1,23,22.0,0.18548387096774194,0.0
37522,223308971,0,71,1,35,1406.0,0.49295774647887325,0.0
37524,10076761,0,6,1,6,7.0,1.0,0.0
37526,21219052,0,8,1,5,22.0,0.625,0.0
37528,5625968,0,3,1,1,53.0,0.3333333333333333,0.0
37530,21432295,0,7,1,6,337.0,0.8571428571428571,0.0
37531,86491431,0,28,1,16,220.0,0.5714285714285714,0.0
37533,117089705,0,42,1,21,22.0,0.5,0.0
37534,13135158,0,5,1,1,220.0,0.2,0.0
37535,80444344,0,23,1,16,35.0,0.6956521739130435,0.0
37536,51955,0,1,1,1,2853.0,1.0,0.0
37537,14368413,0,7,1,5,22.0,0.7142857142857143,0.0
37538,111483091,1,41,1,25,22.0,0.6097560975609756,8.969970163457345e-09
37539,17725399,0,6,1,2,216.0,0.3333333333333333,0.0
37540,186470573,0,61,1,22,1680.0,0.36065573770491804,0.0
37541,33708011,0,13,1,7,25.0,0.5384615384615384,0.0
37543,83143876,0,25,1,21,57.0,0.84,0.0
37544,69617399,1,25,1,16,22.0,0.64,1.4364225242026064e-08
37545,7420601,0,3,1,1,166.0,0.3333333333333333,0.0
37546,366906319,0,120,1,33,22.0,0.275,0.0
37547,7806481,0,3,1,1,134.0,0.3333333333333333,0.0
37549,16708450,0,10,1,7,110.0,0.7,0.0
37550,25438895,1,7,1,3,44.0,0.42857142857142855,3.9309883546435485e-08
37551,2937327,0,1,1,1,162.0,1.0,0.0
37552,13784712,0,4,1,2,110.0,0.5,0.0
37553,97764401,0,29,1,14,166.0,0.4827586206896552,0.0
37554,29059479,0,11,1,5,217.0,0.45454545454545453,0.0
37555,35661866,0,11,1,10,25.0,0.9090909090909091,0.0
37556,7917169,0,4,1,3,516.0,0.75,0.0
37557,161949985,0,50,1,28,22.0,0.56,0.0
37558,152153327,0,50,1,39,115.0,0.78,0.0
37559,15146938,0,5,1,3,529.0,0.6,0.0
37560,79258055,0,26,1,11,33.0,0.4230769230769231,0.0
37561,344203058,0,112,1,47,220.0,0.41964285714285715,0.0
37562,12828308,0,3,1,2,22.0,0.6666666666666666,0.0
37563,9585304,0,3,1,1,762.0,0.3333333333333333,0.0
37564,17281933,0,5,1,5,166.0,1.0,0.0
37566,28803321,0,11,1,7,22.0,0.6363636363636364,0.0
37567,173704145,0,59,1,10,22.0,0.1694915254237288,0.0
37568,31437135,0,7,1,2,86.0,0.2857142857142857,0.0
37569,2332576,0,2,1,1,203.0,0.5,0.0
37570,583389880,3,193,1,42,22.0,0.21761658031088082,5.142358657301357e-09
37572,35789606,1,11,1,5,33.0,0.45454545454545453,2.794107317079713e-08
37573,31613504,0,11,1,6,22.0,0.5454545454545454,0.0
37574,170413744,0,55,1,31,30.0,0.5636363636363636,0.0
37575,76067954,0,27,1,15,43.0,0.5555555555555556,0.0
37576,23693388,0,6,1,3,416.0,0.5,0.0
37577,29446509,0,11,1,3,68.0,0.2727272727272727,0.0
37578,93564632,0,32,1,15,238.0,0.46875,0.0
37579,29552765,0,7,2,5,74.0,0.7142857142857143,0.0
37580,7126060,0,2,1,2,110.0,1.0,0.0
37581,14725654,0,5,1,3,22.0,0.6,0.0
37582,80870081,0,28,1,24,25.0,0.8571428571428571,0.0
37583,85309836,0,25,1,13,57.0,0.52,0.0
37584,111901074,3,45,1,24,25.0,0.5333333333333333,2.6809394161846918e-08
37585,19102284,0,5,1,1,320.0,0.2,0.0
37586,92720671,0,29,4,22,416.0,0.7586206896551724,0.0
37587,73395048,0,28,2,19,35.0,0.6785714285714286,0.0
37588,9280195,0,4,1,2,203.0,0.5,0.0
37589,73389862,0,23,1,10,762.0,0.43478260869565216,0.0
37590,51809072,0,13,1,3,29.0,0.23076923076923078,0.0
37591,16702759,0,5,1,2,39.0,0.4,0.0
37592,35285962,0,10,1,5,246.0,0.5,0.0
37593,2204181,0,3,1,1,25.0,0.3333333333333333,0.0
37594,2525007,0,1,1,1,22.0,1.0,0.0
37595,8862053,0,2,1,2,697.0,1.0,0.0
37596,61101176,0,19,1,4,166.0,0.21052631578947367,0.0
37597,42119191,0,16,2,14,22.0,0.875,0.0
37598,26783782,0,8,1,3,28.0,0.375,0.0
37599,9991719,0,5,1,5,33.0,1.0,0.0
37600,54220683,1,20,1,16,976.0,0.8,1.844314650186166e-08
37602,129786755,19,41,1,21,22.0,0.5121951219512195,1.4639398296074203e-07
37603,240943029,0,90,1,34,22.0,0.37777777777777777,0.0
37604,219083324,4,74,2,38,8.0,0.5135135135135135,1.825789351269839e-08
37605,4198103,0,1,1,1,22484.0,1.0,0.0
37606,37022207,0,14,1,9,30.0,0.6428571428571429,0.0
37607,7717385,2,4,1,4,25.0,1.0,2.591551412816647e-07
37608,239242347,0,86,1,58,762.0,0.6744186046511628,0.0
37609,8195203,0,3,1,1,166.0,0.3333333333333333,0.0
37610,244922761,0,78,3,23,762.0,0.2948717948717949,0.0
37611,9570444,0,4,1,2,1625.0,0.5,0.0
37612,5862564,0,4,1,4,424.0,1.0,0.0
37613,40835762,0,15,1,6,22.0,0.4,0.0
37614,9494433,0,2,1,1,154.0,0.5,0.0
37615,11430693,0,3,1,2,63.0,0.6666666666666666,0.0
37616,32944055,0,11,1,9,8.0,0.8181818181818182,0.0
37617,8512443,0,4,1,2,700.0,0.5,0.0
37618,30720734,0,8,1,2,22.0,0.25,0.0
37619,50990759,0,14,1,9,22.0,0.6428571428571429,0.0
37620,20822093,0,6,1,4,33.0,0.6666666666666666,0.0
37621,173261510,0,49,1,28,220.0,0.5714285714285714,0.0
37622,32875656,0,10,1,2,70.0,0.2,0.0
37623,5117833,0,1,1,0,181.0,0.0,0.0
37625,133786837,0,40,2,12,22.0,0.3,0.0
37626,3219455,0,2,1,0,1517.0,0.0,0.0
37627,5570856,0,2,1,0,762.0,0.0,0.0
37628,76281614,0,23,1,10,220.0,0.43478260869565216,0.0
37630,56462926,3,24,1,17,25.0,0.7083333333333334,5.313220926595267e-08
37631,16396782,0,6,1,2,294.0,0.3333333333333333,0.0
37632,20994125,0,7,1,4,33.0,0.5714285714285714,0.0
37633,5426108,0,2,1,2,3183.0,1.0,0.0
37634,103193255,0,32,1,4,110.0,0.125,0.0
37635,10541786,0,3,1,2,708.0,0.6666666666666666,0.0
37636,80405616,0,25,2,15,35.0,0.6,0.0
37637,138705182,0,43,1,28,250.0,0.6511627906976745,0.0
37638,7523809,0,2,1,2,35.0,1.0,0.0
37640,73553417,0,27,1,12,40.0,0.4444444444444444,0.0
37641,32585379,0,9,1,3,143.0,0.3333333333333333,0.0
37642,7636841,0,2,1,0,272.0,0.0,0.0
37643,75431121,0,23,1,23,30.0,1.0,0.0
37644,41093089,0,12,1,6,166.0,0.5,0.0
37646,6600909,0,2,1,0,7.0,0.0,0.0
37647,52844276,0,19,1,11,110.0,0.5789473684210527,0.0
37648,21995167,0,10,1,1,33.0,0.1,0.0
37649,12255098,0,5,1,3,53.0,0.6,0.0
37650,346422486,1,133,1,32,22.0,0.24060150375939848,2.8866486455501043e-09
37651,371716378,0,120,1,29,404.0,0.24166666666666667,0.0
37652,25984791,0,13,1,8,22.0,0.6153846153846154,0.0
37653,142718702,0,50,1,13,22.0,0.26,0.0
37654,5109833,0,1,1,1,649.0,1.0,0.0
37655,2224709,0,2,1,1,239.0,0.5,0.0
37656,61235858,0,21,1,10,68.0,0.47619047619047616,0.0
37657,108187517,0,35,1,19,110.0,0.5428571428571428,0.0
37658,7617062,0,5,1,2,59.0,0.4,0.0
37659,60229485,0,21,1,13,33.0,0.6190476190476191,0.0
37660,79935202,0,30,1,16,25.0,0.5333333333333333,0.0
37661,20727603,0,9,3,6,419.0,0.6666666666666666,0.0
37662,39914332,0,12,1,12,33.0,1.0,0.0
37663,8086634,0,3,1,1,322.0,0.3333333333333333,0.0
37664,82126244,0,27,1,14,117.0,0.5185185185185185,0.0
37665,8652042,0,3,1,3,68.0,1.0,0.0
37666,43604128,0,16,1,9,63.0,0.5625,0.0
37667,202818413,0,70,1,26,208.0,0.37142857142857144,0.0
37668,223590786,0,77,1,29,22.0,0.37662337662337664,0.0
37669,12459372,0,5,1,2,39.0,0.4,0.0
37670,12254794,1,6,1,3,7.0,0.5,8.160071886969296e-08
37671,9517408,0,4,1,3,156.0,0.75,0.0
37672,6309506,0,3,1,1,222.0,0.3333333333333333,0.0
37673,55246280,0,16,1,4,59.0,0.25,0.0
37674,6288311,0,2,1,1,447.0,0.5,0.0
37675,13365626,0,4,1,4,1138.0,1.0,0.0
37676,49534149,0,20,1,9,8.0,0.45,0.0
37677,112968476,0,40,1,13,35.0,0.325,0.0
37678,16322228,0,4,1,4,762.0,1.0,0.0
37679,25704479,0,8,1,4,5.0,0.5,0.0
37680,8491089,0,3,1,0,220.0,0.0,0.0
37681,88839974,0,29,2,13,1177.0,0.4482758620689655,0.0
37682,23722752,0,9,1,2,453.0,0.2222222222222222,0.0
37683,174268479,0,56,1,6,22.0,0.10714285714285714,0.0
37685,93695329,1,33,1,12,111.0,0.36363636363636365,1.0672890641111896e-08
37686,198322652,0,63,1,31,22.0,0.49206349206349204,0.0
37687,31828414,0,11,1,0,488.0,0.0,0.0
37688,24227667,0,8,1,4,220.0,0.5,0.0
37690,41064327,0,13,1,7,7.0,0.5384615384615384,0.0
37691,1111083,0,1,1,1,68.0,1.0,0.0
37692,15379779,0,5,1,5,30.0,1.0,0.0
37693,113336141,0,42,2,15,7.0,0.35714285714285715,0.0
37694,85264142,0,29,1,12,22.0,0.41379310344827586,0.0
37696,26051883,0,11,1,6,59.0,0.5454545454545454,0.0
37697,13970475,0,3,1,1,818.0,0.3333333333333333,0.0
37698,38272740,0,9,1,3,134.0,0.3333333333333333,0.0
37699,83680397,0,31,1,15,307.0,0.4838709677419355,0.0
37700,898728,0,1,1,1,1809.0,1.0,0.0
37701,10678848,0,3,1,1,1085.0,0.3333333333333333,0.0
37702,6015323,0,2,1,1,25.0,0.5,0.0
37703,78676459,0,23,1,11,33.0,0.4782608695652174,0.0
37704,76527499,0,22,1,8,22.0,0.36363636363636365,0.0
37705,51218219,0,16,1,4,220.0,0.25,0.0
